Player,Team,Org ID,Season,Game Count,Game Numbers,Game Dates,Opponents,Sacks
Jamar Watson,Kentucky,334,2018-19,5,"[4, 5, 6, 7, 11]","['09/22/2018', '09/29/2018', '10/06/2018', '10/20/2018', '11/17/2018']","['Mississippi St.', 'South Carolina', 'Texas A&M', 'Vanderbilt', 'Middle Tenn.']","[1.0, 1.0, 1.0, 1.0, 1.0]"
T.J. Carter,Kentucky,334,2018-19,1,[13],['01/01/2019'],['Penn St.'],[1.0]
Calvin Taylor Jr.,Kentucky,334,2018-19,1,[4],['09/22/2018'],['Mississippi St.'],[1.0]
Adrian Middleton,Kentucky,334,2018-19,2,"[7, 11]","['10/20/2018', '11/17/2018']","['Vanderbilt', 'Middle Tenn.']","[1.0, 1.0]"
Chris Westry,Kentucky,334,2018-19,1,[11],['11/17/2018'],['Middle Tenn.'],[1.0]
Quinton Bohanna,Kentucky,334,2018-19,1,[11],['11/17/2018'],['Middle Tenn.'],[1.0]
Phil Hoskins,Kentucky,334,2018-19,3,"[2, 6, 11]","['09/08/2018', '10/06/2018', '11/17/2018']","['Florida', 'Texas A&M', 'Middle Tenn.']","[1.0, 1.0, 1.0]"
Jordan Jones,Kentucky,334,2018-19,1,[6],['10/06/2018'],['Texas A&M'],[1.0]
Marquan McCall,Kentucky,334,2018-19,1,[3],['09/15/2018'],['Murray St.'],[1.0]
DeAndre Square,Kentucky,334,2018-19,1,[13],['01/01/2019'],['Penn St.'],[1.0]
Kash Daniel,Kentucky,334,2018-19,1,[13],['01/01/2019'],['Penn St.'],[1.0]
Michael Divinity Jr.,LSU,365,2018-19,3,"[4, 7, 10]","['09/22/2018', '10/13/2018', '11/10/2018']","['Louisiana Tech', 'Georgia', 'Arkansas']","[1.0, 1.0, 1.0]"
K'Lavon Chaisson,LSU,365,2018-19,1,[1],['09/02/2018'],['Miami (FL)'],[1.0]
Devin White,LSU,365,2018-19,3,"[4, 11, 12]","['09/22/2018', '11/17/2018', '11/24/2018']","['Louisiana Tech', 'Rice', 'Texas A&M']","[1.0, 1.0, 1.0]"
Ed Alexander,LSU,365,2018-19,1,[9],['11/03/2018'],['Alabama'],[1.0]
Ray Thornton,LSU,365,2018-19,1,[2],['09/08/2018'],['Southeastern La.'],[1.0]
Jacob Phillips,LSU,365,2018-19,1,[11],['11/17/2018'],['Rice'],[1.0]
Patrick Queen,LSU,365,2018-19,1,[13],['01/01/2019'],['UCF'],[1.0]
Breiden Fehoko,LSU,365,2018-19,1,[2],['09/08/2018'],['Southeastern La.'],[1.0]
Rashard Lawrence,LSU,365,2018-19,3,"[7, 12, 13]","['10/13/2018', '11/24/2018', '01/01/2019']","['Georgia', 'Texas A&M', 'UCF']","[1.0, 1.0, 2.0]"
Neil Farrell Jr.,LSU,365,2018-19,1,[2],['09/08/2018'],['Southeastern La.'],[1.5]
Tyler Shelvin,LSU,365,2018-19,1,[11],['11/17/2018'],['Rice'],[1.0]
Glen Logan,LSU,365,2018-19,4,"[7, 10, 11, 13]","['10/13/2018', '11/10/2018', '11/17/2018', '01/01/2019']","['Georgia', 'Arkansas', 'Rice', 'UCF']","[1.0, 1.0, 1.0, 1.0]"
JaCoby Stevens,LSU,365,2018-19,1,[7],['10/13/2018'],['Georgia'],[1.0]
Kary Vincent Jr.,LSU,365,2018-19,1,[10],['11/10/2018'],['Arkansas'],[1.0]
Grant Delpit,LSU,365,2018-19,5,"[1, 2, 5, 8, 10]","['09/02/2018', '09/08/2018', '09/29/2018', '10/20/2018', '11/10/2018']","['Miami (FL)', 'Southeastern La.', 'Ole Miss', 'Mississippi St.', 'Arkansas']","[1.0, 1.0, 1.0, 1.0, 1.0]"
Willie Baker,Louisiana Tech,366,2018-19,4,"[2, 10, 11, 13]","['09/08/2018', '11/10/2018', '11/17/2018', '12/22/2018']","['Southern U.', 'Rice', 'Southern Miss.', 'Hawaii']","[1.0, 1.0, 1.0, 4.0]"
Ka'Derrion Mason,Louisiana Tech,366,2018-19,1,[11],['11/17/2018'],['Southern Miss.'],[1.0]
James Jackson,Louisiana Tech,366,2018-19,2,"[1, 10]","['09/01/2018', '11/10/2018']","['South Alabama', 'Rice']","[1.5, 1.0]"
Jordan Bradford,Louisiana Tech,366,2018-19,1,[1],['09/01/2018'],['South Alabama'],[1.0]
Jordan Baldwin,Louisiana Tech,366,2018-19,1,[9],['11/03/2018'],['Mississippi St.'],[1.0]
Amik Robertson,Louisiana Tech,366,2018-19,1,[12],['11/24/2018'],['Western Ky.'],[1.0]
Jacorion Andrews,Louisiana Tech,366,2018-19,1,[5],['10/06/2018'],['UAB'],[1.0]
L'Jarius Sneed,Louisiana Tech,366,2018-19,1,[8],['10/26/2018'],['Fla. Atlantic'],[1.0]
Collin Scott,Louisiana Tech,366,2018-19,3,"[6, 12, 13]","['10/13/2018', '11/24/2018', '12/22/2018']","['UTSA', 'Western Ky.', 'Hawaii']","[1.0, 1.5, 1.0]"
Jaylon Ferguson,Louisiana Tech,366,2018-19,6,"[3, 4, 7, 8, 9, 11]","['09/22/2018', '09/29/2018', '10/20/2018', '10/26/2018', '11/03/2018', '11/17/2018']","['LSU', 'North Texas', 'UTEP', 'Fla. Atlantic', 'Mississippi St.', 'Southern Miss.']","[1.0, 4.0, 3.5, 1.0, 2.0, 2.0]"
Charles Adeola,Louisiana Tech,366,2018-19,2,"[2, 13]","['09/08/2018', '12/22/2018']","['Southern U.', 'Hawaii']","[1.0, 1.0]"
Immanuel Turner,Louisiana Tech,366,2018-19,2,"[2, 6]","['09/08/2018', '10/13/2018']","['Southern U.', 'UTSA']","[1.0, 1.0]"
Tabarius Peterson,Louisville,367,2018-19,1,[10],['11/09/2018'],['Syracuse'],[1.0]
Jarrett Jackson,Louisville,367,2018-19,2,"[2, 3]","['09/08/2018', '09/15/2018']","['Indiana St.', 'Western Ky.']","[1.0, 1.0]"
Amonte Caban,Louisville,367,2018-19,2,"[7, 8]","['10/13/2018', '10/27/2018']","['Boston College', 'Wake Forest']","[1.0, 1.0]"
G.G. Robinson,Louisville,367,2018-19,2,"[1, 3]","['09/01/2018', '09/15/2018']","['Alabama', 'Western Ky.']","[1.0, 1.0]"
Chase Hancock,Marshall,388,2018-19,2,"[8, 9]","['11/03/2018', '11/10/2018']","['Southern Miss.', 'Charlotte']","[1.0, 1.0]"
Juwon Young,Marshall,388,2018-19,1,[10],['11/17/2018'],['UTSA'],[1.0]
Ty Tyler,Marshall,388,2018-19,7,"[2, 4, 5, 6, 10, 12, 13]","['09/08/2018', '09/29/2018', '10/05/2018', '10/13/2018', '11/17/2018', '12/01/2018', '12/20/2018']","['Eastern Ky.', 'Western Ky.', 'Middle Tenn.', 'Old Dominion', 'UTSA', 'Virginia Tech', 'South Fla.']","[2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0]"
Omari Cobb,Marshall,388,2018-19,1,[10],['11/17/2018'],['UTSA'],[2.0]
Channing Hames,Marshall,388,2018-19,3,"[10, 12, 13]","['11/17/2018', '12/01/2018', '12/20/2018']","['UTSA', 'Virginia Tech', 'South Fla.']","[1.0, 2.0, 2.0]"
Malik Thompson,Marshall,388,2018-19,3,"[2, 5, 6]","['09/08/2018', '10/05/2018', '10/13/2018']","['Eastern Ky.', 'Middle Tenn.', 'Old Dominion']","[1.0, 1.0, 1.0]"
Malik Gant,Marshall,388,2018-19,1,[1],['09/01/2018'],['Miami (OH)'],[1.0]
Frankie Hernandez,Marshall,388,2018-19,2,"[4, 9]","['09/29/2018', '11/10/2018']","['Western Ky.', 'Charlotte']","[1.0, 1.5]"
Marquis Couch,Marshall,388,2018-19,2,"[7, 9]","['10/20/2018', '11/10/2018']","['Fla. Atlantic', 'Charlotte']","[1.0, 1.0]"
Darius Hodge,Marshall,388,2018-19,2,"[5, 13]","['10/05/2018', '12/20/2018']","['Middle Tenn.', 'South Fla.']","[1.0, 1.0]"
Ryan Bee,Marshall,388,2018-19,3,"[4, 6, 9]","['09/29/2018', '10/13/2018', '11/10/2018']","['Western Ky.', 'Old Dominion', 'Charlotte']","[2.0, 1.0, 1.5]"
Mbi Tanyi,Maryland,392,2018-19,1,[1],['09/01/2018'],['Texas'],[1.0]
Jesse Aniebonam,Maryland,392,2018-19,2,"[2, 4]","['09/08/2018', '09/22/2018']","['Bowling Green', 'Minnesota']","[1.0, 1.0]"
Seun Oluwatimi,Maryland,392,2018-19,1,[10],['11/10/2018'],['Indiana'],[1.0]
Adam McLean,Maryland,392,2018-19,1,[10],['11/10/2018'],['Indiana'],[1.0]
Antoine Brooks,Maryland,392,2018-19,2,"[4, 10]","['09/22/2018', '11/10/2018']","['Minnesota', 'Indiana']","[1.0, 1.0]"
Keiron Howard,Maryland,392,2018-19,2,"[1, 10]","['09/01/2018', '11/10/2018']","['Texas', 'Indiana']","[1.0, 1.0]"
Tre Watson,Maryland,392,2018-19,1,[4],['09/22/2018'],['Minnesota'],[1.0]
Durell Nchami,Maryland,392,2018-19,1,[12],['11/24/2018'],['Penn St.'],[1.0]
Isaiah Davis,Maryland,392,2018-19,1,[2],['09/08/2018'],['Bowling Green'],[2.0]
Lawtez Rogers,Maryland,392,2018-19,1,[11],['11/17/2018'],['Ohio St.'],[1.0]
Byron Cowart,Maryland,392,2018-19,3,"[2, 4, 6]","['09/08/2018', '09/22/2018', '10/13/2018']","['Bowling Green', 'Minnesota', 'Rutgers']","[1.0, 1.0, 1.0]"
Chinedu Ogbonna,Massachusetts,400,2018-19,1,[10],['11/03/2018'],['Liberty'],[1.0]
Bryton Barr,Massachusetts,400,2018-19,3,"[5, 7, 9]","['09/22/2018', '10/06/2018', '10/27/2018']","['Charlotte', 'South Fla.', 'UConn']","[1.5, 1.5, 1.0]"
Jake Byczko,Massachusetts,400,2018-19,1,[12],['11/17/2018'],['Georgia'],[1.0]
Bryce Huff,Memphis,404,2018-19,6,"[1, 3, 5, 10, 11, 12]","['09/01/2018', '09/14/2018', '09/28/2018', '11/10/2018', '11/16/2018', '11/23/2018']","['Mercer', 'Georgia St.', 'Tulane', 'Tulsa', 'SMU', 'Houston']","[1.0, 2.0, 2.0, 1.0, 2.5, 1.0]"
O'Bryon Goodson,Memphis,404,2018-19,1,[13],['12/01/2018'],['UCF'],[1.0]
Curtis Akins,Memphis,404,2018-19,1,[9],['11/03/2018'],['East Carolina'],[1.0]
Jonathan Wilson,Memphis,404,2018-19,4,"[9, 10, 11, 12]","['11/03/2018', '11/10/2018', '11/16/2018', '11/23/2018']","['East Carolina', 'Tulsa', 'SMU', 'Houston']","[1.0, 2.0, 1.0, 2.0]"
Jacoby Hill,Memphis,404,2018-19,1,[1],['09/01/2018'],['Mercer'],[1.0]
Joseph Dorceus,Memphis,404,2018-19,5,"[2, 4, 5, 7, 11]","['09/08/2018', '09/22/2018', '09/28/2018', '10/13/2018', '11/16/2018']","['Navy', 'South Alabama', 'Tulane', 'UCF', 'SMU']","[1.0, 1.0, 1.0, 2.0, 1.0]"
Braylon Brown,Memphis,404,2018-19,1,[1],['09/01/2018'],['Mercer'],[1.0]
Cade Mashburn,Memphis,404,2018-19,1,[6],['10/06/2018'],['UConn'],[1.0]
Jackson Dillon,Memphis,404,2018-19,2,"[10, 14]","['11/10/2018', '12/22/2018']","['Tulsa', 'Wake Forest']","[1.0, 1.0]"
JJ Russell,Memphis,404,2018-19,3,"[1, 10, 12]","['09/01/2018', '11/10/2018', '11/23/2018']","['Mercer', 'Tulsa', 'Houston']","[1.0, 1.0, 1.0]"
John Tate IV,Memphis,404,2018-19,3,"[4, 7, 12]","['09/22/2018', '10/13/2018', '11/23/2018']","['South Alabama', 'UCF', 'Houston']","[1.0, 2.0, 1.0]"
Austin Hall,Memphis,404,2018-19,1,[14],['12/22/2018'],['Wake Forest'],[1.0]
Bart Baratti,Miami (OH),414,2018-19,3,"[4, 10, 12]","['09/22/2018', '11/07/2018', '11/20/2018']","['Bowling Green', 'Ohio', 'Ball St.']","[1.0, 1.0, 1.0]"
Cam Turner,Miami (OH),414,2018-19,1,[6],['10/06/2018'],['Akron'],[1.0]
Ben Kimpler,Miami (OH),414,2018-19,1,[7],['10/13/2018'],['Kent St.'],[1.0]
Pasquale Calcagno,Miami (OH),414,2018-19,3,"[7, 10, 12]","['10/13/2018', '11/07/2018', '11/20/2018']","['Kent St.', 'Ohio', 'Ball St.']","[1.0, 1.0, 1.0]"
Andrew Sharp,Miami (OH),414,2018-19,2,"[4, 7]","['09/22/2018', '10/13/2018']","['Bowling Green', 'Kent St.']","[1.0, 1.0]"
Doug Costin,Miami (OH),414,2018-19,5,"[3, 6, 7, 10, 12]","['09/15/2018', '10/06/2018', '10/13/2018', '11/07/2018', '11/20/2018']","['Minnesota', 'Akron', 'Kent St.', 'Ohio', 'Ball St.']","[1.5, 1.5, 1.0, 1.0, 1.0]"
De'Andre Montgomery,Miami (OH),414,2018-19,1,[3],['09/15/2018'],['Minnesota'],[1.0]
Junior McMullen,Miami (OH),414,2018-19,1,[4],['09/22/2018'],['Bowling Green'],[1.0]
Myles Reid,Miami (OH),414,2018-19,1,[4],['09/22/2018'],['Bowling Green'],[1.0]
Zedrick Raymond,Miami (OH),414,2018-19,1,[9],['10/30/2018'],['Buffalo'],[1.0]
Brad Koenig,Miami (OH),414,2018-19,5,"[1, 4, 5, 9, 12]","['09/01/2018', '09/22/2018', '09/29/2018', '10/30/2018', '11/20/2018']","['Marshall', 'Bowling Green', 'Western Mich.', 'Buffalo', 'Ball St.']","[1.0, 1.0, 1.0, 1.0, 1.0]"
Dean Lemon,Miami (OH),414,2018-19,2,"[7, 11]","['10/13/2018', '11/14/2018']","['Kent St.', 'NIU']","[1.0, 1.0]"
Shaquille Quarterman,Miami (FL),415,2018-19,3,"[2, 5, 7]","['09/08/2018', '09/27/2018', '10/13/2018']","['Savannah St.', 'North Carolina', 'Virginia']","[1.0, 2.0, 2.0]"
"Michael Jackson, Sr.",Miami (FL),415,2018-19,1,[12],['11/24/2018'],['Pittsburgh'],[2.0]
Gerald Willis III,Miami (FL),415,2018-19,4,"[1, 3, 9, 12]","['09/02/2018', '09/15/2018', '11/03/2018', '11/24/2018']","['LSU', 'Toledo', 'Duke', 'Pittsburgh']","[1.0, 1.0, 1.0, 1.0]"
Amari Carter,Miami (FL),415,2018-19,1,[2],['09/08/2018'],['Savannah St.'],[1.0]
Joe Jackson,Miami (FL),415,2018-19,5,"[4, 5, 6, 11, 12]","['09/22/2018', '09/27/2018', '10/06/2018', '11/17/2018', '11/24/2018']","['FIU', 'North Carolina', 'Florida St.', 'Virginia Tech', 'Pittsburgh']","[1.5, 1.0, 2.0, 1.5, 2.5]"
Michael Pinckney,Miami (FL),415,2018-19,3,"[3, 7, 13]","['09/15/2018', '10/13/2018', '12/27/2018']","['Toledo', 'Virginia', 'Wisconsin']","[1.0, 1.5, 1.0]"
Sheldrick Redwine,Miami (FL),415,2018-19,3,"[3, 6, 11]","['09/15/2018', '10/06/2018', '11/17/2018']","['Toledo', 'Florida St.', 'Virginia Tech']","[1.0, 1.0, 1.0]"
Scott Patchan,Miami (FL),415,2018-19,1,[3],['09/15/2018'],['Toledo'],[1.0]
Jonathan Garvin,Miami (FL),415,2018-19,2,"[6, 7]","['10/06/2018', '10/13/2018']","['Florida St.', 'Virginia']","[2.0, 1.5]"
Pat Bethel,Miami (FL),415,2018-19,1,[6],['10/06/2018'],['Florida St.'],[1.0]
Mike Smith,Miami (FL),415,2018-19,1,[13],['12/27/2018'],['Wisconsin'],[1.5]
Jacub Panasiuk,Michigan St.,416,2018-19,1,[11],['11/17/2018'],['Nebraska'],[1.0]
Naquan Jones,Michigan St.,416,2018-19,1,[9],['11/03/2018'],['Maryland'],[1.0]
Raequan Williams,Michigan St.,416,2018-19,1,[3],['09/22/2018'],['Indiana'],[1.0]
Joe Bachie,Michigan St.,416,2018-19,1,[2],['09/08/2018'],['Arizona St.'],[1.0]
Andrew Dowell,Michigan St.,416,2018-19,2,"[3, 7]","['09/22/2018', '10/20/2018']","['Indiana', 'Michigan']","[2.0, 1.0]"
Kenny Willekes,Michigan St.,416,2018-19,4,"[1, 3, 4, 6]","['08/31/2018', '09/22/2018', '09/29/2018', '10/13/2018']","['Utah St.', 'Indiana', 'Central Mich.', 'Penn St.']","[2.0, 1.0, 1.0, 1.0]"
Tre Person,Michigan St.,416,2018-19,1,[2],['09/08/2018'],['Arizona St.'],[1.0]
Mike Panasuik,Michigan St.,416,2018-19,1,[13],['12/31/2018'],['Oregon'],[1.0]
Brandon Bouyer-Randle,Michigan St.,416,2018-19,3,"[3, 4, 9]","['09/22/2018', '09/29/2018', '11/03/2018']","['Indiana', 'Central Mich.', 'Maryland']","[1.0, 1.0, 1.5]"
Devin Gil,Michigan,418,2018-19,1,[13],['12/29/2018'],['Florida'],[1.0]
Rashan Gary,Michigan,418,2018-19,3,"[2, 4, 11]","['09/08/2018', '09/22/2018', '11/17/2018']","['Western Mich.', 'Nebraska', 'Indiana']","[1.0, 1.0, 1.5]"
